StaffId,StaffJobId,FestivalId,Name,Surname,DateOfBirth,ContactPhone,IsCertified
430,1,87,Cleavland,Deackes,1987-04-01,603-774-9186,false
431,2,469,Floria,Jeannaud,1934-10-23,460-196-4225,true
432,1,647,Lilian,Baudin,1948-06-10,803-506-1184,true
433,4,1000,Muire,Hayller,1994-08-06,559-572-7732,false
434,3,518,Ula,Durbann,1916-11-22,702-831-9379,true
435,1,992,Weber,Saiens,1989-05-03,526-682-8733,true
436,3,884,Nonie,Martinovic,1958-03-31,315-965-6817,false
437,4,725,Anny,Schlagh,2002-08-13,933-882-0625,true
438,1,377,Deidre,Argo,1970-09-29,203-244-0796,true
439,3,683,Ruby,Novakovic,2004-01-29,445-423-1802,false
440,3,979,Gottfried,Pascow,1956-03-08,896-500-5701,true
441,4,807,Happy,Ronchka,1949-02-26,842-303-5561,true
442,4,372,Alejandro,Prate,1904-09-06,574-743-4625,false
443,3,897,Carmela,Frushard,1997-11-12,482-808-2872,true
444,1,732,Justina,Prowting,1937-03-18,405-267-5182,false
445,3,167,Rozanne,Sterling,1940-08-20,171-283-8474,true
446,1,821,Lyndel,Yearron,1926-11-04,242-363-5636,true
447,3,602,Any,Uren,1986-08-04,941-810-3885,true
448,3,729,Filbert,Riddington,1976-02-26,121-166-3685,false
449,1,898,Cyndie,Baldini,1905-09-27,756-125-8747,true
450,1,581,Agnes,Merkel,1965-02-24,288-676-4287,false
451,1,127,Tansy,Pocklington,1919-11-15,145-129-2644,false
452,3,290,Sax,Sumption,1983-07-22,511-886-0306,false
453,1,390,Claiborn,Einchcombe,1916-11-10,260-139-3231,false
454,1,797,Manny,Dary,1914-04-15,414-184-1438,true
455,1,625,Ranna,McPhelimey,1941-01-23,849-814-3070,false
456,3,846,Tracey,Hover,1987-03-19,629-145-8329,true
457,3,930,Prue,Leades,1991-01-04,285-609-8279,true
458,4,292,Anselm,Shambrook,1905-12-03,732-918-6828,false
459,2,647,Roldan,Stoeck,1914-03-13,324-612-6688,false
460,3,571,Merv,Bridywater,1935-05-03,908-263-9521,true
461,3,522,Merline,Quickenden,1990-03-23,106-757-0211,false
462,4,838,Kaitlyn,Merrywether,1992-11-23,950-751-4283,false
463,2,90,Win,Luttger,1961-06-09,970-529-4900,false
464,3,263,Sibella,Longfellow,1925-07-28,578-182-9286,true
465,1,316,Enos,Tregust,1926-12-11,464-438-9288,false
466,2,130,Victoir,Battlestone,1943-01-11,812-553-9702,true
467,3,494,Sena,Shovelbottom,1909-12-09,473-634-9337,false
468,4,466,Francis,Benettelli,1955-05-21,371-420-8701,false
469,1,778,Jelene,Paige,1918-11-30,763-674-3022,true
470,1,870,Antonina,Garroway,1993-07-13,993-233-1697,false
471,2,260,Athene,Ledward,1954-02-16,524-627-1824,false
472,2,642,Alvis,Aykroyd,1903-01-25,466-567-2646,false
473,1,442,Woody,Domonkos,1923-07-02,602-414-0585,true
474,2,232,Cletis,Burdett,1915-07-29,453-314-5518,false
475,4,122,Dorey,Cadwell,1932-06-19,166-894-6012,false
476,2,74,Trudey,Jako,1925-07-10,535-702-9338,false
477,3,429,Wash,Sharpus,1958-09-01,383-658-1172,true
478,4,780,Herminia,Lanphere,1933-03-20,692-324-3918,false
479,1,149,Lannie,Rosenfrucht,1982-09-08,928-230-2974,true
480,3,12,Dud,Massinger,1997-01-23,663-985-6418,false
481,2,249,Wren,Newitt,2002-10-09,306-609-8550,false
482,1,920,Dawn,Jamot,1911-12-08,833-988-1169,true
483,4,418,Madelle,Mabbot,1940-01-21,215-496-1503,false
484,4,320,Antoni,Eley,1920-05-21,950-443-8930,false
485,1,33,Dukey,Yesenin,1918-03-08,707-274-9535,false
486,3,464,Nita,Dowdam,1954-02-23,106-909-3785,true
487,3,61,Tuesday,Grahlman,1904-12-03,750-867-6877,false
488,3,286,Von,Field,1922-11-30,453-457-3198,true
489,3,934,Jamison,Urry,1940-09-27,267-434-4068,false
490,2,697,Silvia,Bateup,1917-01-07,153-962-7474,true
491,3,874,Levon,Clee,1935-01-02,555-166-3803,false
492,3,792,Zachary,Boreland,1943-04-30,672-691-9221,false
493,2,700,Aguistin,Giacobelli,1902-10-04,756-226-3563,true
494,3,716,Ahmed,Eatock,1998-09-27,156-627-5796,false
495,1,25,Leila,Hymer,1961-02-10,219-411-5805,false
496,1,195,Shannen,Mecozzi,1957-08-17,446-452-7611,true
497,4,955,Sarette,Humbee,1995-09-21,577-359-1005,false
498,3,888,Arnold,Newcomb,1987-04-16,466-651-4649,false
499,1,680,Barrie,Stailey,1971-05-17,515-922-7390,false
500,4,621,Rosalinda,Grishechkin,1971-09-10,204-977-5443,true
501,4,774,Austine,Coventry,2000-09-04,423-311-4817,false
502,1,36,Rey,Gynne,1958-05-04,126-389-1340,false
503,3,523,Cazzie,Staite,1981-09-16,426-793-6819,false
504,2,515,Shelley,Matijasevic,2001-05-12,615-449-0734,false
505,4,540,Godfry,Prophet,1992-03-18,681-820-0835,false
506,3,854,Hew,Hunton,2004-03-12,963-549-9584,true
507,1,404,Clio,Garvin,1952-08-27,360-769-2716,true
508,1,918,Dayle,Crockley,1950-09-04,805-301-8853,true
509,3,5,Waldemar,Woolen,1908-06-27,477-644-1433,true
510,3,988,Ginger,Fiddyment,1949-01-27,814-160-6604,true
511,1,874,Shea,Ritter,1962-07-12,110-515-8919,true
512,4,651,Sergei,Boylan,1951-11-25,900-767-5688,false
513,1,960,Aleksandr,Skuse,1903-03-06,205-897-8005,true
514,3,839,Alexina,Goodyear,1903-09-22,678-969-5073,false
515,4,475,Fifine,Blas,1977-06-19,262-419-8664,false
516,3,77,Haley,Woolfitt,1962-01-22,114-878-9269,false
517,2,314,Clarence,Wandless,1915-10-29,433-518-7122,true
518,2,360,Moll,Merrgan,1908-09-12,535-398-7295,true
519,4,602,Marius,McGauhy,1949-08-10,743-948-8707,true
520,1,410,Jeanine,MacRierie,1937-03-16,387-731-8981,false
521,3,798,Cherrita,Grayer,1999-09-19,220-567-1797,true
522,1,227,Erin,Gisburne,1998-05-16,850-271-3434,false
523,4,737,Ketti,Pahl,1901-04-25,919-269-3037,true
524,4,221,Evangelin,Lower,1997-12-08,545-587-3005,false
525,1,369,Mill,Rehm,1914-12-03,200-732-0611,true
526,1,501,Taddeo,Midghall,1910-12-15,904-396-0022,true
527,4,110,Dimitry,Georgeon,1905-05-03,602-652-1399,false
528,2,581,Lani,Presslee,1951-01-02,947-514-3671,false
529,3,992,Eldon,Kezor,1923-01-24,588-959-7221,true
530,1,406,Deanne,Sclanders,1927-05-13,671-192-3391,false
531,2,718,Abbie,Sondon,1957-05-27,822-137-9300,true
532,2,249,Lorettalorna,Dunne,1984-02-01,927-938-5018,true
533,1,287,Jennee,Gullyes,1907-07-07,950-569-6844,true
534,2,575,Lenee,Mar,1903-09-01,451-540-5331,false
535,4,167,Nisse,Robeiro,1943-09-04,524-139-8347,false
536,1,374,Wolfgang,Lambotin,1927-10-04,981-148-4689,true
537,1,729,Nance,Popeley,1951-03-22,709-253-0335,false
538,1,649,Xerxes,Woodus,1910-10-10,421-909-7967,false
539,2,841,Tabbie,Chidzoy,1982-03-08,816-921-2639,true
540,1,709,Blake,Sharnock,1984-09-16,459-718-6563,true
541,1,549,Nita,Hillhouse,1986-08-25,376-593-9894,true
542,2,298,Gratiana,Charopen,1994-09-05,594-731-6350,false
543,2,520,Riane,Plumridge,1986-01-21,565-840-5808,true
544,3,319,Renate,Samber,1904-03-30,393-550-4986,false
545,4,30,Amory,Strathman,1914-02-17,375-880-4392,false
546,1,703,Rusty,McGirr,1984-08-07,539-412-5696,false
547,3,662,Courtnay,Hapgood,1965-03-26,187-832-0684,true
548,2,200,Emmi,Lansdowne,1978-07-01,896-436-3371,false
549,1,559,Lilith,Chieze,1933-09-26,589-227-4349,false
550,3,820,Robinett,Beckers,1975-08-14,407-583-5838,true
551,3,985,Anna-diane,Massimi,1901-08-12,813-643-2283,false
552,4,846,Chery,Elks,1937-07-19,905-761-5609,true
553,1,368,Quentin,Moorhead,1920-05-23,546-623-8695,false
554,4,444,Rayner,Marrill,1972-09-27,627-758-4032,true
555,3,787,Lamont,Lepick,1941-02-02,924-968-9112,false
556,1,523,Gussy,Carayol,2004-05-01,249-377-5969,false
557,2,161,Port,McNirlan,1953-09-20,948-510-4892,false
558,2,792,Starr,Roberds,1991-08-21,748-332-4152,false
559,1,948,Amii,Lassells,1947-04-03,711-889-6926,false
560,2,716,Clark,Lafayette,1917-06-19,711-148-1100,false
561,1,524,Sloan,Kingsnoad,1991-08-25,507-927-4135,true
562,3,964,Westbrooke,Watchorn,1929-09-09,343-423-4003,false
563,3,634,Hagan,Calender,1912-01-09,102-995-7266,true
564,3,143,Silvester,Huggin,1937-10-01,277-124-4820,true
565,4,361,Fitz,Fonzone,1978-07-27,323-353-8916,true
566,2,470,Alvan,Falvey,1951-12-29,192-387-7854,false
567,3,664,Micky,Springtorp,1981-11-06,246-370-9612,false
568,1,884,Dwight,Castiglioni,1930-08-14,436-797-4511,false
569,4,142,Anett,Troop,1945-12-28,334-436-8234,false
570,1,50,Wat,Panons,1951-06-13,260-321-6166,false
571,4,524,Roselle,Meller,1933-07-03,212-122-2469,true
572,1,816,Niccolo,Dewfall,1916-03-06,729-889-6791,false
573,1,988,Shadow,Colbert,1938-12-24,385-492-7545,false
574,4,39,Aldwin,Jewise,1908-08-13,720-612-6436,false
575,1,679,Marna,McKeller,1914-11-25,510-292-6599,false
576,1,156,Jonathan,Maundrell,1959-07-06,678-441-6386,true
577,1,670,Penelope,Falkingham,1984-07-12,216-227-3429,false
578,3,856,Lacee,Daventry,1976-10-20,792-507-3083,true
579,1,32,Niki,Crooks,1987-01-31,345-344-2336,false
580,1,61,Shaine,Anan,1970-11-09,752-875-8881,true
581,3,108,Clemmy,Manhare,1973-04-20,244-797-9361,false
582,1,246,Holt,Cescotti,1901-06-02,122-911-0624,true
583,4,215,Margit,Wedmore.,1924-07-15,196-353-2686,false
584,3,870,Marion,Hulance,1904-09-12,782-482-0741,true
585,3,486,Martino,Purkess,1953-10-12,404-149-0223,false
586,3,737,Christoph,Scrannage,1918-01-01,546-926-5768,false
587,2,784,Ninetta,Hecks,1974-06-15,396-475-5968,true
588,1,209,Yoshi,Laming,1911-07-07,143-943-6644,false
589,3,661,Julianna,Church,1992-11-24,813-949-5434,false
590,2,335,Lind,Mancer,1907-04-21,603-858-6246,true
591,2,926,Sheelah,Flageul,1989-02-04,844-397-7912,true
592,3,292,Felisha,Baxandall,1922-12-28,320-856-7771,false
593,4,186,Christian,Pinnijar,1909-12-20,566-468-5308,false
594,1,851,Ruthe,Caudrey,1968-02-25,107-368-4800,false
595,2,954,Martynne,Olivie,1935-07-06,469-802-5197,false
596,2,493,Corrine,Tripony,1939-05-24,383-834-7220,true
597,1,203,Dora,Portam,1977-11-05,234-338-1706,false
598,3,22,Dasi,Sich,1995-04-30,165-284-2845,true
599,4,333,Velvet,Bust,1911-07-26,906-755-7750,true
600,1,813,Shaun,Maxted,1930-08-14,543-678-1491,false
601,2,87,Lotti,Mandre,1969-10-07,110-576-2767,true
602,4,925,Daryl,Grossman,2002-09-07,651-255-0452,true
603,2,150,Kristine,Grassot,1971-04-20,840-480-2474,false
604,2,301,Austina,Burford,1930-07-14,560-746-0353,true
605,2,571,Rutledge,Dunthorne,1913-06-20,638-146-8584,true
606,1,649,Graham,Hastler,1969-12-21,530-613-1480,true
607,3,291,Avigdor,McCaig,1933-09-10,757-825-3230,false
608,2,357,Rees,Laurie,1967-01-13,487-661-4685,true
609,3,741,Peria,Geggus,1931-12-17,511-130-7239,false
610,1,248,Garret,Ruberti,1916-09-06,173-679-9571,false
611,2,239,Antoine,MacInherney,1909-08-26,145-841-6897,false
612,4,72,Iris,Bauduccio,1991-11-17,904-561-4779,true
613,4,216,Noreen,Louth,1924-08-24,143-256-8204,false
614,4,8,Adrienne,Grave,1955-01-24,246-396-9284,true
615,3,847,Juli,Chansonnau,1949-07-27,343-648-0946,false
616,3,547,Cecilla,Chick,1958-04-29,669-821-2774,false
617,2,274,Amby,Deards,1975-06-04,758-864-7927,false
618,1,673,Lesya,Schroder,1980-12-04,980-673-0953,false
619,3,703,Norri,Deare,1978-05-15,379-225-5861,true
620,4,813,Laurena,Pepon,1946-10-29,372-243-9587,false
621,4,305,Monte,Wheadon,1928-09-20,287-270-7563,true
622,4,275,Alick,Lichfield,1950-09-02,567-249-9081,false
623,2,296,Kiersten,Checci,1902-12-15,983-572-1562,false
624,3,418,Fidole,Forton,1911-10-24,486-470-9396,true
625,3,352,Olivette,Ecob,1915-11-17,159-942-9017,true
626,4,152,Rebeka,Rayburn,1903-07-08,296-842-6758,true
627,2,478,Halli,Thresh,1906-11-24,282-662-3999,false
628,2,647,Walton,Badsworth,1932-11-27,272-383-7152,false
629,1,231,Alastair,Tysack,1926-07-26,255-121-2215,true
630,3,804,Georgeanne,Flegg,1971-04-30,799-554-1342,true
631,4,938,Tommie,Garrand,1900-11-30,832-748-7974,false
632,1,466,Charissa,Fossey,1933-04-12,510-571-5329,false
633,4,672,Carrol,Sanches,1971-07-30,828-296-4000,true
634,4,209,Latashia,Joriot,1938-09-01,879-293-6370,true
635,4,954,Frannie,Grimmer,1981-10-08,629-318-5429,true
636,4,888,Torin,Lanfear,1931-08-06,358-828-5255,true
637,4,313,Gaylene,Arnaudi,2003-11-18,392-493-3011,false
638,4,787,Orelie,Leonards,1977-11-02,245-960-9864,false
639,4,98,Clem,Scotter,1955-04-27,335-610-9060,true
640,4,447,Margy,Suero,1977-09-16,146-308-3166,true
641,4,460,Glynda,Brenstuhl,1978-04-08,748-636-9074,true
642,1,460,Ric,Droghan,1934-05-19,134-931-8211,true
643,3,60,Enrichetta,Wheowall,1990-06-02,718-719-9164,true
644,1,729,Kellyann,Caras,1926-09-07,260-157-0760,false
645,1,918,Elliott,Ransfield,1953-09-18,457-835-1328,false
646,4,126,Caren,Cheine,1945-03-21,329-348-4555,true
647,3,487,Regan,Lys,1984-09-15,805-532-8751,false
648,2,940,Amandi,Ivakhno,1950-08-06,495-919-3241,false
649,1,403,Britt,Ormrod,1928-10-03,989-711-5239,false
650,4,893,Ricky,Caudray,1954-04-22,241-310-1869,true
651,3,85,Terra,Carrier,1977-09-04,560-428-0185,true
652,2,697,Willy,Banasiak,1993-05-07,563-622-0230,true
653,4,547,Joceline,Hibling,1940-04-28,718-211-3625,false
654,3,474,Brade,Buyers,1911-05-25,353-423-5081,true
655,1,354,Amble,Wrennall,1997-08-19,453-662-4472,false
656,4,890,Gib,Januszewski,1949-02-07,898-335-0245,true
657,3,270,Bertie,Swinerd,1981-01-13,567-837-0787,true
658,2,171,Bernarr,O'Rafferty,2004-06-22,311-620-4913,false
659,3,412,Marlow,Tilt,1967-01-27,683-265-0696,false
660,1,699,Alphonse,Biggerdike,2004-02-24,482-701-9034,true
661,3,860,Cariotta,Pomfrey,1932-03-10,114-854-1985,true
662,1,625,Rickie,Ainsley,1920-11-13,116-674-6126,false
663,4,934,Alvie,Hartopp,1921-11-06,217-122-2317,true
664,3,627,Marlena,Bennedick,1988-04-06,335-959-9446,false
665,3,444,Tammi,Sher,1979-12-23,913-574-2694,false
666,2,517,Lucais,Collar,1943-01-12,740-142-8612,true
667,3,369,Rubie,Trussler,1996-04-11,255-436-6725,true
668,4,5,Kassie,Gress,1992-07-03,693-675-4947,false
669,3,195,Magdaia,Warlawe,1980-06-30,616-583-2860,false
670,3,670,Cale,Bewlay,1917-07-23,776-860-6061,false
671,3,211,Janek,Gagen,1995-08-17,977-808-0626,false
672,1,960,Corri,Lapslie,1920-08-12,772-716-1497,false
673,2,775,Suzanna,Weiss,2004-04-07,576-746-8031,true
674,2,115,Imojean,Chicchetto,1969-03-02,579-268-2256,true
675,1,978,Ky,Harlick,1974-03-15,971-151-8840,true
676,4,223,Warren,Fenney,2000-10-27,630-325-6094,false
677,2,372,Rolf,Swaine,1996-02-17,199-259-0108,false
678,1,753,Martin,Kilalea,1920-09-06,229-807-6858,true
679,4,711,Myca,Guerrero,1976-04-25,771-537-0841,false
680,1,639,Chip,Beadman,1977-04-16,287-861-0480,false
681,4,151,Bennie,Sherbrooke,1967-08-01,917-705-5804,false
682,4,475,Javier,Hales,1954-04-19,819-807-4857,false
683,4,456,Glori,Fissenden,1943-06-04,751-684-2899,true
684,1,421,Abba,Yelland,1931-07-09,640-319-9886,true
685,2,805,Cullie,Wastell,1916-04-07,683-611-0996,true
686,4,466,Cherise,Kirman,1932-02-15,729-116-2042,true
687,4,666,Hunt,Kornas,1938-01-16,104-419-1270,false
688,2,615,Cliff,Gaggen,1948-03-31,216-458-3092,false
689,1,650,Branden,Venmore,1993-01-16,828-733-0873,true
690,4,754,Jefferey,Saltsberger,1902-12-08,927-417-3042,false
691,3,490,Laughton,Patesel,1915-12-02,641-730-8585,false
692,3,654,Brear,Cokayne,1975-08-23,815-454-4605,false
693,4,574,Tod,Painswick,1914-01-31,462-805-2733,false
694,4,499,Damiano,Walstow,1987-07-28,550-314-9908,false
695,2,905,Richardo,Brew,1910-06-22,712-421-3215,true
696,4,38,Gabriela,Ortler,1907-04-01,650-484-0612,false
697,1,448,Jorge,Manifold,1933-07-23,143-919-8255,true
698,2,644,Hansiain,Dominicacci,1991-12-19,629-721-4671,false
699,4,874,Adrienne,Gabbat,1984-07-26,265-356-3400,false
700,4,482,Dorise,Heskey,1968-01-24,553-930-0315,true
701,3,442,Thorn,Ruby,1944-08-14,886-857-5955,false
702,4,789,Abe,Beedie,1953-09-12,668-531-2840,false
703,2,602,Patrica,Monday,1927-08-19,442-550-5336,false
704,4,761,Anna,Barsby,1994-02-08,709-951-1472,true
705,2,858,Dianne,Minico,1994-10-26,735-598-9544,false
706,4,624,Mavis,Luberto,1968-03-29,851-623-3073,false
707,1,688,Quentin,Latta,1978-09-16,460-379-5009,true
708,3,878,Pennie,Oslar,1932-02-25,712-284-7245,true
709,1,708,Miranda,Humberstone,1915-09-10,761-445-2847,false
710,1,721,Chiquia,Gaydon,1922-11-20,514-739-5668,false
711,2,753,Coretta,Dengate,1952-03-03,526-791-2077,true
712,4,298,Bernelle,Neal,1904-05-16,420-476-3364,false
713,3,798,Sharia,Albany,1932-11-14,367-433-9742,true
714,3,274,Pearle,McKerron,1905-12-03,862-485-4403,true
715,3,294,Pail,Isacsson,1963-08-18,688-324-2259,false
716,2,159,Ash,Peedell,1904-05-05,932-303-4960,true
717,1,817,Dorette,Roncelli,1972-08-11,143-609-6230,true
718,4,73,Ingrim,Fincken,1938-07-28,373-123-3711,false
719,2,334,Maureen,Dalbey,1928-12-25,352-380-9523,true
720,1,888,Hana,Marte,1969-11-11,303-649-8355,true
721,2,102,Hashim,Decort,1989-11-30,603-302-1568,true
722,1,887,Arty,Novic,1911-03-02,728-494-3596,false
723,1,737,Jo-ann,Paty,1950-01-22,111-155-0015,true
724,4,75,Fawn,Fellgett,1945-04-28,701-523-8133,true
725,3,209,Ysabel,Stemp,1988-12-04,612-415-3111,true
726,4,97,Vanya,Beminster,1985-10-12,538-663-2477,false
727,4,40,Dulcia,Clericoates,1995-10-05,197-727-4450,false
728,2,31,Brynn,Folca,1900-07-07,226-815-7324,false
729,1,554,Garald,Correa,1929-11-17,231-147-6683,true
730,3,257,Tamqrah,Bromehed,1921-01-20,809-712-1217,true
731,2,246,Ernesta,Killingsworth,1976-05-05,482-381-0097,false
732,4,642,Garnet,Blogg,1995-10-02,331-913-1172,false
733,2,669,Alysia,Castellani,1976-06-12,232-740-6806,true
734,3,78,Serge,Keel,1906-06-29,908-967-2123,false
735,4,258,Noby,Desbrow,1900-06-12,190-191-6608,true
736,2,571,Zacharia,Oubridge,2003-02-16,417-299-3631,false
737,4,135,Anton,Suermeier,1990-01-31,612-926-5231,true
738,4,490,Valry,Simka,1963-09-13,532-765-8954,false
739,1,241,Liuka,Andrieu,1931-07-05,138-347-8465,false
740,1,335,Ray,Twinning,1922-03-09,633-333-9071,false
741,4,16,Toinette,Hurch,1970-12-22,691-455-6242,true
742,3,40,Ida,Bollis,1942-01-06,385-816-8816,false
743,3,267,Dwain,Smowton,1951-01-31,422-861-9644,true
744,2,625,Bernardina,Collingridge,1989-11-06,610-681-9924,false
745,3,65,Jessalyn,O' Liddy,1971-02-02,309-747-8434,true
746,2,661,Shannon,Blacksland,1947-06-28,199-540-2248,false
747,3,194,Dacia,Niessen,1995-11-08,170-228-8993,true
748,1,998,Katerina,Brigstock,1971-02-17,331-747-4195,false
749,2,753,Rodrick,Cheltnam,1945-01-28,271-110-9549,false
750,2,483,Rey,Bahlmann,1945-03-27,646-688-9825,false
751,4,199,Gunther,Mulryan,1931-11-29,754-107-7185,true
752,3,639,Rodrick,Schneidar,1958-08-06,668-838-4033,true
753,3,839,Harrison,Balshaw,1943-08-01,623-670-6163,false
754,1,876,Freeman,Boumphrey,1990-11-28,840-575-3840,false
755,2,590,Harriette,McArte,1916-02-07,256-843-9022,false
756,2,890,Jarret,Standall,1910-11-28,237-360-6045,true
757,1,653,Reamonn,Karpinski,2001-02-27,195-135-6309,true
758,1,31,Pier,Moreno,1910-12-09,506-822-9012,false
759,4,561,Latia,Trickett,1994-12-19,522-530-6851,false
760,3,395,Annaliese,Albert,1960-08-29,905-311-8285,false
761,1,553,Adaline,Kensit,1922-10-18,595-675-7400,true
762,1,593,Jacobo,Jerromes,1933-01-17,948-225-2958,false
763,2,687,Gwenette,Eberdt,1961-07-17,722-109-1750,true
764,3,146,Fredrick,Roman,1975-04-16,168-477-6631,false
765,3,583,Cher,Alloisi,1962-08-12,105-613-8709,true
766,1,546,Paul,Pheasey,1932-11-29,742-990-7501,false
767,2,128,Celestine,Belson,1920-12-03,396-181-9556,true
768,1,642,Durward,Batt,1916-11-07,212-732-8800,true
769,1,474,Padgett,Sifflett,1924-07-17,652-177-1787,false
770,3,781,Camey,Finnigan,1951-07-22,587-918-5854,true
771,1,123,Antony,Foy,1979-09-29,348-867-6506,true
772,1,439,Bambie,Sherbrooke,1964-12-19,384-844-7508,false
773,4,874,Rhodia,Grouer,1910-10-13,573-297-3384,true
774,3,147,Peyton,Castellanos,1920-04-14,789-536-4007,false
775,2,849,Burl,Knotton,1911-10-28,358-855-0098,false
776,4,535,Georgeanna,Wiffler,1996-07-31,205-659-2755,true
777,2,936,Gordie,Halton,1962-04-07,698-506-6411,false
778,4,429,Adams,Matteau,1945-01-22,549-483-3298,false
779,3,581,Martha,Seman,1995-05-12,318-191-6869,false
780,4,504,Padriac,Abby,1954-06-10,902-952-9472,true
781,2,421,Gussie,Sissel,1943-05-07,885-689-1054,true
782,3,112,Kariotta,Munby,1901-10-06,518-159-9358,false
783,3,851,Donny,Dusey,1964-09-23,840-273-3027,true
784,2,896,Chen,Simecek,1966-10-03,935-595-2947,true
785,1,744,Kayne,Osichev,1923-02-07,760-665-4892,true
786,1,179,Sherill,John,1962-08-07,133-988-4250,true
787,4,883,Gerta,Odda,1925-11-15,302-303-4165,true
788,2,268,Eleanor,Ponter,1993-06-16,819-931-0432,false
789,1,30,Roze,Haysman,1958-03-11,348-213-0276,false
790,4,460,Windy,Hirsch,1983-04-18,469-824-3765,true
791,4,220,Marlo,Gaymer,1962-06-02,579-920-2298,true
792,3,498,Nester,O'Spellissey,1934-09-20,677-751-0522,false
793,4,539,Sonni,Keenor,1975-05-27,179-825-3722,true
794,4,26,Nobie,Pfaffe,1904-01-25,203-497-3811,true
795,2,805,Otis,Aingell,1994-10-09,371-106-9137,false
796,2,641,Jacklin,Trenbey,1918-12-27,992-235-3619,true
797,3,626,Fawne,Cordel,1968-06-02,577-955-4029,false
798,4,89,Brantley,Fellgate,1904-08-05,151-234-6373,false
799,1,871,Muhammad,McCloud,1959-05-25,853-691-3165,false
800,1,535,Raeann,Echallie,1985-08-12,824-793-0867,true
801,2,148,Gallagher,Mundell,1937-06-14,434-121-1753,false
802,2,630,Shay,Worledge,1949-03-21,425-184-8050,true
803,3,459,Hatty,Duckhouse,1933-07-21,156-702-2652,false
804,4,426,Janene,Weber,1942-06-15,940-392-1868,true
805,4,247,Jackelyn,Cleever,1998-09-15,452-118-2506,false
806,1,212,Elwood,Grenfell,1931-09-26,382-226-1386,true
807,3,47,Kynthia,Ploughwright,1911-05-16,691-828-9417,false
808,4,77,Lowe,Robjents,1909-08-13,708-294-7880,false
809,3,229,Burk,McCready,1929-10-24,770-827-1855,false
810,2,723,Guthrie,Willas,1998-12-14,571-693-9011,false
811,1,498,Minerva,Necrews,1980-05-09,268-356-2458,true
812,4,197,Dyanne,Stormes,1914-10-06,752-915-3743,true
813,2,314,Ike,Mara,1977-11-08,294-323-1413,false
814,4,99,Adelaide,Maass,1904-02-16,888-576-3504,false
815,4,942,Gabriele,Randalston,1943-06-04,904-204-8927,true
816,1,127,Sheila,Dohmann,1950-12-03,682-663-1793,false
817,3,634,Reade,Heaselgrave,1971-06-07,312-562-9185,false
818,3,686,Barry,Tallquist,1900-01-08,192-495-5698,false
819,1,472,Therine,Human,1955-10-25,608-819-8618,false
820,1,705,Jennee,Slavin,1998-02-03,591-657-4198,true
821,2,948,Jemmy,Smelley,1993-08-19,988-660-5391,false
822,3,154,Trumann,Smewin,1913-12-31,190-599-7985,false
823,1,679,Jobey,Hammel,1960-02-23,246-895-0556,true
824,2,177,Niki,Bolsteridge,1991-05-08,617-901-8380,false
825,1,692,Samara,Gidney,1922-10-29,911-532-5697,true
826,3,411,Niki,Loveless,1906-05-26,723-148-7538,true
827,4,464,Elset,Cobbledick,1914-08-06,558-476-7852,false
828,3,19,Madison,Elvy,1976-04-11,692-215-2581,true
829,1,146,Dre,Pankethman,1986-05-14,929-502-9760,false
830,3,444,Letizia,Croall,1949-08-13,828-766-8552,false
831,3,875,Barbette,Tuley,1993-08-23,368-879-3304,true
832,2,155,Norrie,Shenfish,1990-01-09,889-294-6607,false
833,2,362,Lorette,Hearl,1926-02-23,939-187-6643,false
834,2,689,Clarice,Farans,1923-11-08,794-789-2132,true
835,2,330,Boot,Roseman,2003-02-19,911-858-2990,true
836,3,545,Eddie,Kidstone,1917-07-22,725-398-1609,false
837,3,945,Lauritz,Pizzey,1985-03-31,485-348-1053,false
838,1,868,Hatti,MacDirmid,2000-02-22,636-415-3818,false
839,2,354,Agneta,Vasyunkin,1962-02-21,863-791-9662,false
840,2,278,Demetris,Crummey,1924-08-22,365-754-8932,false
841,3,270,Ole,Bend,1952-05-02,974-411-3928,false
842,3,425,Velma,Cheverell,1967-12-04,972-743-3660,true
843,2,361,Phillipp,Annon,1929-07-09,902-661-2457,false
844,2,288,Tuck,Fortnon,1969-02-12,641-853-6941,false
845,1,747,Broderic,Morrall,1993-12-04,314-476-1235,true
846,3,471,Jere,Lorincz,1935-04-06,437-650-0980,false
847,4,821,Natasha,Merring,1909-10-12,213-205-2494,true
848,3,250,Susanne,Barron,1943-07-04,956-554-7230,true
849,3,840,Fidelio,Bolley,1932-01-19,783-603-2676,false
850,4,178,Odo,Goodred,1933-05-13,391-205-8648,true
851,1,515,Oralia,Scorah,1948-11-04,868-917-1570,true
852,2,477,Junette,Reford,1901-02-02,619-686-7932,true
853,1,36,Rollins,Labell,1916-11-01,679-341-2744,false
854,1,494,Alfredo,Yosselevitch,2002-06-12,540-104-7121,true
855,3,956,Marje,Worwood,1927-11-04,265-848-3107,true
856,3,458,Richart,Fellos,1918-03-28,263-697-6316,true
857,4,373,Izaak,Churchlow,1926-12-04,401-763-2702,true
858,3,618,Lynne,Opy,1946-04-17,215-564-7784,true
859,4,837,Parker,Cousin,1900-06-16,662-646-9278,true
860,2,197,Ebeneser,Crang,1925-01-23,719-501-8950,true
861,2,281,Alwyn,Farrant,1901-12-19,124-597-8116,true
862,2,217,Hilda,Well,1994-03-09,480-274-8215,true
